point	title	description	iconSize	iconOffset	icon
37.3167492,141.0234506	福島第二原子力発電所	opérateur : 東京電力株式会社</br>réf : 4</br>mise en service : 1987-08-25</br>puissance : 1.100MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
37.3166861,141.0235730	福島第二原子力発電所	opérateur : 東京電力株式会社</br>réf : 3</br>mise en service : 1985-06-21</br>puissance : 1.100MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.6244170,138.1420280	浜岡原子力発電所	opérateur : 中部電力株式会社</br>réf : 1</br>mise en service : 1976-03-17</br>puissance : 540.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
35.5224440,135.5069170	高浜原子力発電所	opérateur : 関西電力株式会社</br>réf : 2</br>mise en service : 1975-11-14</br>puissance : 826.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.6244170,138.1420280	浜岡原子力発電所	opérateur : 中部電力株式会社</br>réf : 3</br>mise en service : 1987-08-28</br>puissance : 1.100MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
43.0375000,140.5115560	泊原子力発電所	opérateur : 北海道電力株式会社</br>réf : 3</br>mise en service : 2009-12</br>puissance : 912.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
35.7525000,136.0181670	敦賀原子力発電所	opérateur : 日本原子力発電株式会社</br>réf : 4</br>mise en service : 2015-03</br>puissance : 1.538MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
33.7899896,132.0352154	上関原子力発電所	opérateur : 中国電力株式会社</br>réf : 2</br>mise en service : 2017</br>puissance : 1.373MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
41.2244949,141.4026187	東通原子力発電所	opérateur : 東京電力株式会社</br>réf : 2</br>mise en service : 2016</br>puissance : 1.385MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
37.4273610,138.5942220	柏崎刈羽原子力発電所	opérateur : 東京電力株式会社</br>réf : 5</br>mise en service : 1990-04-10</br>puissance : 1.100MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
38.3998060,141.5026390	女川原子力発電所	opérateur : 東北電力株式会社</br>réf : 3</br>mise en service : 2002-01-30</br>puissance : 825.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
38.3998060,141.5026390	女川原子力発電所	opérateur : 東北電力株式会社</br>réf : 2</br>mise en service : 1995-07-28</br>puissance : 825.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
35.7037220,135.9638060	美浜原子力発電所	opérateur : 関西電力株式会社</br>réf : 3</br>mise en service : 1976-12-01</br>puissance : 826.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
37.4273610,138.5942220	柏崎刈羽原子力発電所	opérateur : 東京電力株式会社</br>réf : 1</br>mise en service : 1985-09-18</br>puissance : 1.100MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
35.7525000,136.0181670	敦賀原子力発電所	opérateur : 日本原子力発電株式会社</br>réf : 2</br>mise en service : 1987-02-17</br>puissance : 1.160MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.6244170,138.1420280	浜岡原子力発電所	opérateur : 中部電力株式会社</br>réf : 2</br>mise en service : 1978-11-29</br>puissance : 840.0kW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
33.5158887,129.8372504	玄海原子力発電所	opérateur : 九州電力株式会社</br>réf : 4</br>mise en service : 1997-07-25</br>puissance : 1.180MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.6244170,138.1420280	浜岡原子力発電所	opérateur : 中部電力株式会社</br>réf : 4</br>mise en service : 1993-09-03</br>puissance : 1.137MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
35.5387780,132.9997500	島根原子力発電所	opérateur : 中国電力株式会社</br>réf : 3</br>mise en service : 2011-12</br>puissance : 1.373MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
54.1671549,33.2391098	Смоленская Атомная Станция	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
-34.0517167,150.9804826	High Flux Australian Reactor	arrêt : </br>puissance : 10 MW</br><a href='http://en.wikipedia.org/wiki/High_Flux_Australian_Reactor' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
-34.0513673,150.9786922	Open-pool Australian lightwater reactor	puissance : 20 MW</br><a href='http://en.wikipedia.org/wiki/OPAL' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
54.6350727,-1.1811522	Hartlepool Power Station	opérateur : British Energy</br>puissance : 1190 MW</br><a href='Hartlepool_Nuclear_Power_Station' target='_blank'>lien</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
53.4100746,10.4096069	Kernkraftwerk Krümmel	opérateur : Vattenfall	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
49.2531741,8.4355803	Centrale nucléaire de Philippsburg	opérateur : EnBW Kernkraft GmbH</br>puissance : 2384 MW</br><a href='http://en.wikipedia.org/wiki/Philippsburg Nuclear Power Plant' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
48.6051481,12.2954531	KKI - Kernkraftwerke Isar	opérateur : EON_Kernkraft;Stadtwerke_München</br>puissance : 2278 MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
49.4169836,6.2206221	Centrale Nucléaire de Cattenom	opérateur : edf</br>mise en service : 1986</br>puissance : 5200 MW</br><a href='http://fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cattenom' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
48.5185093,3.5191721	Centrale nucléaire de Nogent sur Seine	mise en service : 1988</br>puissance : 2600</br><a href='http://fr.wikipedia.org/wiki/Centrale_nucléaire_de_Nogent' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
33.3687954,-117.5555314	San Onofre Nuclear Generating Station	opérateur : Southern California Edison</br>puissance : 2350 MW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
43.8106728,-79.0657268	Pickering Nuclear Generating Station	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
47.7204206,1.5800022	Centrale Nucléaire de Saint-Laurent-des-eaux	opérateur : edf</br>mise en service : 1969</br>puissance : 1800 MW</br><a href='http://fr.wikipedia.org/wiki/Centrale_nucléaire_de_Saint-Laurent' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
47.9031850,7.5616112	Centrale Nucléaire de Fessenheim	opérateur : EDF</br>mise en service : 1978</br>puissance : 1800 MW</br><a href='http://fr.wikipedia.org/wiki/Centrale nucléaire de Fessenheim' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
35.3111598,-93.2343761	Arkansas Nuclear One	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
40.6228564,-80.4323865	Beaver Valley Nuclear Generating Station	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
41.2439336,-88.2289012	Braidwood Nuclear Generating Station	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
47.7326933,2.5181868	Centrale Nucléaire de Dampierre	opérateur : EDF</br>mise en service : 1980</br>puissance : 3600 MW</br><a href='http://fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
49.3653922,9.0766880	Kernkraftwerk Obrigheim	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
52.2139612,1.6197015	Sizewell B Nuclear Power Station	puissance : yes</br><a href='http://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
50.4086919,7.4881320	Kernkraftwerk ausser Betrieb Mülheim-Kärlich	mise en service : 1987-08-01</br>arrêt : 1988-09-09</br><a href='http://de.wikipedia.org/wiki/Kernkraftwerk Mülheim-Kärlich' target='_blank'>wikipedia</a>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation-disused.png
38.6395896,-83.6926941	(no-name)	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
51.3894777,30.1054164	Chernobyl Nuclear Power Plant Reactor 1 + 2	puissance : 2 GW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
51.3896486,30.0994978	Chernobyl Nuclear Power Plant Reactor 3 + 4	puissance : 2 GW	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
39.1161383,-84.8052999	(no-name)	opérateur : Duke Energy Ohio	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
47.5079966,34.5860032	Запорожская АЭС	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
47.8119324,31.2183999	Южноукраинская АЭС	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
51.3238138,25.8961589	Рівненська АЕС	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.7947841,-82.8984024	(no-name)	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.7946916,-82.8987511	(no-name)	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.7940819,-82.8984896	(no-name)	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.7933620,-82.8981374	(no-name)	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
34.6858809,119.4547931	Tianwan Nuclear Power Station	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
39.2897624,-74.6383942	B L England Nuclear Generating Station	</br>	32,37	-16,-34	http://www.leretourdelautruche.com/map/icons/radiation.png
